,start_station_id,start_lat,start_lng,borough,zip
1815,5569.06,40.72494672359416,-74.00165855884552,Manhattan,10012
1819,6644.07,40.758901238,-73.993753314,Manhattan,10036
1820,5430.10,40.719569325,-74.00516057,Manhattan,10013
1821,6297.07,40.747968,-73.99663699999999,Manhattan,10001
1822,5980.07,40.73704984,-73.99009296,Manhattan,10019
1824,6889.12,40.76663814,-73.95348296,Manhattan,10021
1826,5905.14,40.734814,-73.992085,Manhattan,10003
1828,6532.06,40.75455731,-73.96592976,Manhattan,10022
1867,6079.03,40.74144387,-73.97536082,Manhattan,10016
1871,6289.06,40.7462009,-73.98855723,Manhattan,10019
1873,6569.07,40.754623240291046,-73.99516761302948,Manhattan,10018
1876,6551.02,40.75500254,-73.98014437,Manhattan,10036
1879,7528.31,40.79343370000001,-73.94945003,Manhattan,10029
1882,5270.08,40.714193,-73.996732,Manhattan,10002
1883,5470.10,40.721319,-74.010065,Manhattan,10013
1909,5721.01,40.73047747,-73.99906065,Manhattan,10012
1946,7484.05,40.789998174000004,-73.97759974,Manhattan,10024
1997,5788.15,40.732647,-73.99011,Manhattan,10003
2052,7932.10,40.820913553000004,-73.93921589899999,Manhattan,10030
2073,7910.01,40.819783,-73.936521,Manhattan,10037
2119,6602.03,40.756816625999996,-73.989829063,Manhattan,10036
2121,4993.13,40.703785181,-74.007877588,Manhattan,10005
2124,5712.03,40.729514962249496,-73.99075269699097,Manhattan,10003
2127,5351.03,40.71602118,-73.99974372,Manhattan,10013
2129,5653.12,40.725839967923754,-74.00765329599379,Manhattan,10013
2143,7602.05,40.7987859,-73.9523,Manhattan,10037
2257,4993.15,40.70469667894968,-74.00803416967392,Manhattan,10004
2268,5175.08,40.711065999999995,-74.009447,Manhattan,10038
2270,7610.13,40.79904139288298,-73.96649479866028,Manhattan,10025
2591,5270.05,40.714156628000005,-73.992972612,Manhattan,10002
2665,8399.06,40.852257729,-73.937840819,Manhattan,10033
2755,4962.01,40.70463334,-74.01361706,Manhattan,10275
2758,5145.02,40.709856868,-74.01311481,Manhattan,10006
2764,8054.04,40.829114000000004,-73.95042600000001,Manhattan,10031
2935,5065.14,40.70838,-74.00495,Manhattan,10038
3083,7522.02,40.79228425,-73.938160181,Manhattan,10029
3170,7903.02,40.819141269,-73.956100941,Manhattan,10031
3216,8242.04,40.842172999999995,-73.93511099999999,Manhattan,10032
3220,7596.10,40.797470000000004,-73.93504,Manhattan,10035
3221,6740.10,40.760962605,-73.980590463,Manhattan,10019
3274,5896.01,40.734296799,-73.983763337,Manhattan,10003
3299,5626.07,40.72621788,-73.98379855,Manhattan,10009
3367,6839.10,40.764397100000004,-73.97371465,Manhattan,10153
3369,6700.14,40.75973805251143,-73.97811613976954,Manhattan,10111
3370,6854.05,40.76360467795863,-73.98917958140373,Manhattan,10019
3371,8013.07,40.826444268,-73.943068385,Manhattan,10031
3372,6617.09,40.758123994,-73.970807552,Manhattan,10022
3374,7161.08,40.77632142182271,-73.96427392959596,Manhattan,10075
3376,7634.01,40.800612807,-73.96654582,Manhattan,10025
3377,5453.05,40.71893904,-73.99266288,Manhattan,10002
3415,5730.08,40.72844243,-74.008642793,Manhattan,10014
3426,5001.08,40.70569254,-74.01677685,Manhattan,10280
3427,6847.02,40.7652654,-73.98192338,Manhattan,10019
3448,6297.02,40.74734825,-73.99723551,Manhattan,10001
3452,5430.08,40.71911552,-74.00666661,Manhattan,10005
3463,7640.04,40.801486600000004,-73.9442507,Manhattan,10035
3513,5922.04,40.73498,-74.00697,Manhattan,10014
3514,7175.05,40.7770575,-73.97898475,Manhattan,10023
3553,5584.04,40.72453734,-73.98185424,Manhattan,10009
3556,5736.09,40.72938685,-73.97772429,Manhattan,10009
3561,5553.10,40.72307749068673,-73.98583620786667,Manhattan,10009
3868,8320.01,40.845170617,-73.940570474,Manhattan,10032
4048,7323.09,40.782323,-73.959875,Manhattan,10128
4050,5797.01,40.73226398,-73.99852205,Manhattan,10014
4095,7293.10,40.781410700190015,-73.95595908164978,Manhattan,10128
4100,6239.08,40.74394314,-73.97966069,Manhattan,10016
4104,7622.12,40.8006721,-73.9349,Manhattan,10035
4132,6708.04,40.76017739537782,-73.98486793041229,Manhattan,10019
4200,8453.14,40.854788,-73.929513,Manhattan,10040
4243,5382.07,40.71779817737835,-73.99316132068634,Manhattan,10002
4245,6224.06,40.74591072834279,-73.99807110428809,Manhattan,10001
4246,8100.01,40.830702,-73.936371,Manhattan,10039
4248,7084.12,40.7728384,-73.94989233,Manhattan,10075
4259,6676.02,40.759395838,-73.98876643199999,Manhattan,10036
4262,5779.11,40.73031071000896,-73.98047178983687,Manhattan,10009
4267,5561.06,40.72441268,-73.995710611,Manhattan,10012
4274,5669.10,40.7284186,-73.98713956,Manhattan,10003
4277,5636.13,40.724703311999995,-73.992307186,Manhattan,10003
4282,6416.06,40.750072700000004,-73.99839279,Manhattan,10001
4284,7281.09,40.780215859,-73.9773072,Manhattan,10023
4288,8655.02,40.868846000000005,-73.931537,Manhattan,10034
4289,6303.01,40.74714,-73.97113,Manhattan,10174
4341,8049.10,40.828309999999995,-73.942924,Manhattan,10031
4342,5616.01,40.72521311,-73.97768752,Manhattan,10009
4366,8119.05,40.833488226,-73.939365983,Manhattan,10032
4369,6659.10,40.757334,-73.974235,Manhattan,10017
4415,5805.07,40.73213896287381,-74.00363802909852,Manhattan,10014
4418,5971.08,40.73587678,-73.98205027,Manhattan,10010
4423,6230.04,40.744219,-73.97121214,Manhattan,10174
4425,5788.12,40.73223272,-73.98889957,Manhattan,10009
4428,6072.14,40.73944820130404,-74.00507032871245,Manhattan,10011
4462,5669.12,40.727378693232225,-73.98840844631195,Manhattan,10003
4485,7720.03,40.808222771,-73.945357084,Manhattan,10027
4509,5329.08,40.71503,-74.01246,Manhattan,10282
4609,6450.12,40.751551,-73.993934,Manhattan,10122
4613,5721.07,40.72840059450829,-73.99968780577183,Manhattan,10012
4625,7795.09,40.8125511,-73.9492286,Manhattan,10027
4627,6824.07,40.76269882,-73.99301222,Manhattan,10036
4628,6013.12,40.73795,-73.98509,Manhattan,10010
4629,5779.09,40.72966729392978,-73.98067966103555,Manhattan,10009
4632,6131.12,40.742684734875695,-73.98671329021455,Manhattan,10037
4635,6441.02,40.75155735,-73.98761332,Manhattan,10019
4640,6822.09,40.76500525,-73.95818491,Manhattan,10021
4641,7567.06,40.79522121,-73.944157243,Manhattan,10037
4642,7511.19,40.792255299999994,-73.95249933,Manhattan,10029
4646,6617.02,40.75763227739443,-73.9693057537079,Manhattan,10022
4650,5584.05,40.725128524115796,-73.98131668567656,Manhattan,10009
4825,7538.14,40.795,-73.9645,Manhattan,10025
4966,6474.11,40.752062201,-73.981955767,Manhattan,10018
4973,5922.07,40.73535398,-74.00483091,Manhattan,10014
5100,7837.30,40.816234,-73.948222,Manhattan,10030
5101,8511.08,40.857994,-73.93217299999999,Manhattan,10040
5118,7774.02,40.812346000000005,-73.946168,Manhattan,10039
5129,5863.07,40.734232,-73.986923,Manhattan,10003
5320,6650.08,40.75792020879402,-73.96638214588165,Manhattan,10022
5409,8381.04,40.85168,-73.94185999999999,Manhattan,10033
5418,7443.17,40.788129999999995,-73.95206,Manhattan,10129
5445,8336.02,40.848507166,-73.936093092,Manhattan,10033
5447,7893.05,40.819241,-73.941057,Manhattan,10030
5462,4590.01,40.69231660719192,-74.01486575603484,Manhattan,10004
5486,7057.07,40.7727966,-73.95577801,Manhattan,10021
5493,7631.23,40.801694,-73.957145,Manhattan,10026
5498,6667.04,40.758396999999995,-73.98255,Manhattan,10111
5734,7463.09,40.790305100000005,-73.94755757,Manhattan,10029
5736,7286.01,40.781152764279156,-73.94963040947914,Manhattan,10128
5757,7146.04,40.77536905,-73.94803392,Manhattan,10028
5759,7502.01,40.7921,-73.9739,Manhattan,10023
5898,7954.12,40.823060999999996,-73.941928,Manhattan,10039
5965,6197.08,40.743317723000004,-73.974568605,Manhattan,10016
5967,6801.01,40.76350532,-73.97109243,Manhattan,10022
5993,7741.04,40.81028506306003,-73.95736455917357,Manhattan,10027
6000,7360.10,40.785082816999996,-73.976774573,Manhattan,10024
6005,7414.17,40.787721399999995,-73.94728331,Manhattan,10029
6009,7599.09,40.797911,-73.9423,Manhattan,10029
6049,5772.05,40.73115,-74.00887,Manhattan,10014
6051,7286.02,40.78245417527987,-73.94891962409021,Manhattan,10128
6057,7748.02,40.810132384,-73.937075853,Manhattan,10037
6068,6682.08,40.759186745,-73.959219694,Manhattan,10155
6076,6650.07,40.75797322,-73.96603308,Manhattan,10022
6077,7482.15,40.790416598,-73.941698074,Manhattan,10029
6079,6425.04,40.751131535,-74.00527155399999,Manhattan,10018
6085,5922.08,40.736498833,-74.006269932,Manhattan,10014
6114,7872.03,40.817245,-73.938787,Manhattan,10030
6237,6969.08,40.768008893059466,-73.96845281124116,Manhattan,10021
6238,7783.18,40.8120562,-73.9612547,Manhattan,10027
6239,5610.09,40.724309999999996,-74.00473000000001,Manhattan,10005
6240,7453.01,40.788676739,-73.966603994,Manhattan,10025
6241,7643.18,40.802535,-73.9532423,Manhattan,10026
6252,5216.04,40.71291224,-74.01020234,Manhattan,10007
6253,8528.05,40.860099435,-73.92850709,Manhattan,10040
6254,7662.13,40.805726,-73.936322,Manhattan,10037
6323,7230.10,40.7785669,-73.97754961,Manhattan,10023
6342,6779.05,40.76344058,-73.98268129,Manhattan,10019
6476,6164.09,40.74311555376486,-73.98215353488922,Manhattan,10037
6562,7881.09,40.81823647,-73.955288529,Manhattan,10027
6584,6998.08,40.77118287540658,-73.96409422159195,Manhattan,10021
6585,7014.12,40.77003010255044,-73.98196846246721,Manhattan,10034
6586,7606.01,40.798185600000004,-73.96059090060001,Manhattan,10025
6590,6560.01,40.75526166,-73.987183094,Manhattan,10036
6592,5181.04,40.71219906,-73.97948148,Manhattan,10002
6593,7832.04,40.813619,-73.939336,Manhattan,10037
6596,5414.07,40.719404817,-73.991542935,Manhattan,10002
6597,7587.16,40.797517419,-73.949078083,Manhattan,10035
6599,7023.04,40.770513,-73.988038,Manhattan,10069
6601,5805.05,40.73172428,-74.00674436,Manhattan,10014
6604,6955.05,40.768333,-73.992573,Manhattan,10019
6649,6215.04,40.74395411,-73.99144871,Manhattan,10001
6650,7372.10,40.785785100000005,-73.957481,Manhattan,10129
6652,7538.18,40.79249519495111,-73.9641706646307,Manhattan,10025
6653,7685.14,40.804038,-73.945925,Manhattan,10027
6661,7898.03,40.818477,-73.947568,Manhattan,10030
6724,5453.01,40.72110063,-73.99192540000001,Manhattan,10002
6725,7855.03,40.81695971032464,-73.9422959089279,Manhattan,10039
6726,5359.11,40.717571,-74.005549,Manhattan,10013
6727,5779.08,40.732107043,-73.98175895199999,Manhattan,10009
6730,6098.10,40.740159273,-73.989685655,Manhattan,10010
6753,7658.13,40.8038654,-73.95593079999999,Manhattan,10026
6807,5500.02,40.72170005235607,-74.00238141417502,Manhattan,10013
6809,7577.27,40.795878649,-73.961584091,Manhattan,10025
6813,5880.02,40.73401143,-74.00293877,Manhattan,10014
6814,7959.18,40.822756,-73.951346,Manhattan,10031
7112,7727.08,40.80863217506367,-73.95958609887201,Manhattan,10115
7235,7436.11,40.789210499999996,-73.94370784,Manhattan,10029
7319,7386.10,40.786258600000004,-73.94552579,Manhattan,10035
7337,7997.08,40.825244,-73.947257,Manhattan,10031
7353,5687.11,40.727962613,-74.00501740000001,Manhattan,10014
7439,8018.09,40.826969,-73.949738,Manhattan,10031
7454,8085.13,40.830576658000005,-73.939930081,Manhattan,10032
7464,7028.04,40.7699426,-73.96060712,Manhattan,10035
7468,6441.01,40.75097711,-73.98765428,Manhattan,10019
7469,5746.14,40.72953837,-73.98426726,Manhattan,10009
7492,7183.03,40.777507027547976,-73.98888587951659,Manhattan,10069
7503,6107.08,40.74056423633952,-73.99852573871613,Manhattan,10011
7521,5769.04,40.730563000000004,-73.973984,Manhattan,10009
7570,5575.13,40.72506551015475,-73.97515833377837,Manhattan,10009
7594,7265.10,40.7806284,-73.9521667,Manhattan,10128
7612,6072.11,40.740983,-74.00170200000001,Manhattan,10011
7613,7059.01,40.771496710544405,-73.99046033620834,Manhattan,10069
